prime_genre_count,cont_rating,size_bytes,price,user_rating,Cluster
3023.0,0.0,0.0248916633914478,0.013300443348111604,0.6890926607732221,0
116.0,0.0,0.0392481878182209,0.0,0.690852714585325,1
69.0,0.0,0.024826031821136164,0.0,0.5365583816620098,2
45.0,0.0,0.022900839091994855,0.0,0.8456125579063306,3
3023.0,0.0,0.0024583739655237103,0.003300110003666789,0.6859949717622108,0
100.0,0.0,0.05644340485393795,0.0,0.6907583412209909,4
3023.0,0.0,0.017248892467250993,0.013300443348111604,0.6857643419017402,0
223.0,3.0,0.04456459939939481,0.0,0.5365503568663524,5
100.0,0.0,0.0398312403730824,0.0,0.5365659668541981,4
71.0,0.0,0.05150272129350158,0.0,0.6903479967930818,6
3023.0,0.0,0.002520309238692863,0.009966998899963333,0.6897430163443966,0
45.0,0.0,0.01741900014086621,0.006633554451815061,0.8177549800983676,3
3023.0,0.0,0.001386148940418999,0.009966998899963333,0.9886532010861201,0
104.0,0.0,0.0322935308385705,0.0,0.6908072574190894,7
98.0,0.0,0.002691220314751713,0.013300443348111604,0.6787343880528584,8
156.0,0.0,0.046561528961202324,0.0,0.5369553303436038,9
3023.0,1.0,0.0010373858284141453,0.0,0.38311252932703044,10
116.0,0.0,0.07138298183557255,0.0,0.5365653866256853,1
160.0,0.0,0.06788288580488344,0.0,0.5365797937621973,11
477.0,0.0,0.00044644730967798556,0.003300110003666789,0.4938053062487243,12
3023.0,2.0,0.02604504920459879,0.0,0.5365590050661188,13
156.0,0.0,0.010816235418916392,0.003300110003666789,0.6898237176332168,9
477.0,1.0,0.0002625262812465419,0.006633554451815061,0.5366592573915588,14
3023.0,1.0,0.016466146956208735,0.009966998899963333,0.6900783235763767,10
314.0,0.0,0.011089445909283431,0.009966998899963333,0.8226228388799198,15
35.0,0.0,0.01084421787137484,0.013300443348111604,0.5441211343676743,16
98.0,0.0,0.026679233331679826,0.0,0.8438699520759213,8
71.0,0.0,0.009098367223899048,0.0,0.5365507450144066,6
477.0,1.0,0.01483858576685275,0.006633554451815061,0.38417467556320084,14
